cve_id,year,cwe,cvss_v3,cvss_v3_severity,cvss_v2,cvss_source,threat_ids,overlap_flag
CVE-2023-28955,2023,CWE-20,6.5,MEDIUM,,v3.1,P-21,false
CVE-2023-35945,2023,CWE-400,7.5,HIGH,,v3.1,P-21,false
CVE-2023-36843,2023,CWE-168,7.5,HIGH,,v3.1,P-21|P-22,true
CVE-2023-49578,2023,CWE-732,3.5,LOW,,v3.1,P-21,false
CVE-2023-6992,2024,CWE-20,4.0,MEDIUM,,v3.1,P-21,false
CVE-2024-28101,2024,CWE-409,7.5,HIGH,,v3.1,P-21,false
CVE-2024-27919,2024,CWE-390,7.5,HIGH,,v3.1,P-21,false
CVE-2024-30249,2024,CWE-770,8.6,HIGH,,v3.1,P-21,false
CVE-2024-30255,2024,CWE-390,5.3,MEDIUM,,v3.1,P-21,false
CVE-2024-22272,2024,CWE-862,4.9,MEDIUM,,v3.1,P-21,false
CVE-2024-36990,2024,CWE-835,6.5,MEDIUM,,v3.1,P-21,false
CVE-2024-45589,2024,CWE-307,5.9,MEDIUM,,v3.1,P-21,false
CVE-2024-47506,2024,CWE-833,5.9,MEDIUM,,v3.1,P-21,false
CVE-2024-45219,2024,CWE-20,8.5,HIGH,,v3.1,P-21|P-22,true
CVE-2024-50386,2024,CWE-20,8.5,HIGH,,v3.1,P-21|P-22,true
CVE-2024-36403,2025,CWE-770,5.3,MEDIUM,,v3.1,P-21,false
CVE-2025-0114,2025,CWE-400,7.5,HIGH,,v3.1,P-21,false
CVE-2025-30409,2025,CWE-770,5.5,MEDIUM,,v3.0,P-21,false
CVE-2025-1838,2025,CWE-602,6.5,MEDIUM,,v3.1,P-21,false
CVE-2025-46730,2025,CWE-409,6.8,MEDIUM,,v3.1,P-21,false
CVE-2025-25020,2025,CWE-1287,6.5,MEDIUM,,v3.1,P-21|P-23,true
CVE-2025-30415,2025,CWE-1286,7.5,HIGH,,v3.0,P-21,false
CVE-2025-20320,2025,CWE-35,6.3,MEDIUM,,v3.1,P-21,false
CVE-2025-20322,2025,CWE-352,4.3,MEDIUM,,v3.1,P-21,false
CVE-2025-47281,2025,CWE-20,7.7,HIGH,,v3.1,P-21,false
CVE-2025-20369,2025,CWE-776,4.6,MEDIUM,,v3.1,P-21,false
CVE-2025-20370,2025,CWE-400,4.9,MEDIUM,,v3.1,P-21,false
CVE-2025-59836,2025,CWE-476,5.3,MEDIUM,,v3.1,P-21|P-22,true
CVE-2025-36092,2025,CWE-1284,6.5,MEDIUM,,v3.1,P-21,false
CVE-2025-46424,2025,CWE-1240,6.7,MEDIUM,,v3.1,P-21,false
CVE-2025-20389,2025,CWE-20,4.3,MEDIUM,,v3.1,P-21,false
CVE-2025-65828,2025,CWE-306,6.5,MEDIUM,,v3.1,P-21,false
CVE-2022-23119,2022,CWE-22,7.5,HIGH,4.3,v3.1,P-22,false
CVE-2022-22939,2022,CWE-532,4.9,MEDIUM,4.0,v3.1,P-22,false
CVE-2022-25294,2022,NVD-CWE-noinfo,7.8,HIGH,7.2,v3.1,P-22|P-24,true
CVE-2021-45966,2022,CWE-78,9.8,CRITICAL,10.0,v3.1,P-22,false
CVE-2022-30708,2022,NVD-CWE-noinfo,8.8,HIGH,6.5,v3.1,P-22,false
CVE-2022-22306,2022,CWE-295,5.4,MEDIUM,2.9,v3.1,P-22,false
CVE-2022-31076,2022,CWE-476,4.2,MEDIUM,2.7,v3.1,P-22,false
CVE-2022-22417,2022,CWE-79,5.4,MEDIUM,,v3.1,P-22,false
CVE-2022-2664,2022,CWE-287,7.3,HIGH,,v3.1,P-22,false
CVE-2022-36079,2022,CWE-200,8.6,HIGH,,v3.1,P-22,false
CVE-2022-36083,2022,CWE-400,5.3,MEDIUM,,v3.1,P-22,false
CVE-2022-20844,2022,CWE-798,5.3,MEDIUM,,v3.1,P-22,false
CVE-2022-20830,2022,CWE-306,5.3,MEDIUM,,v3.1,P-22,false
CVE-2022-31691,2022,NVD-CWE-noinfo,9.8,CRITICAL,,v3.1,P-22,false
CVE-2022-46157,2022,CWE-94,8.8,HIGH,,v3.1,P-22,false
CVE-2022-4773,2022,CWE-22,2.5,LOW,,v3.1,P-22,false
CVE-2023-22601,2023,CWE-330,10.0,CRITICAL,,v3.1,P-22,false
CVE-2023-23690,2023,CWE-299,7.0,HIGH,,v3.1,P-22,false
CVE-2023-20011,2023,CWE-352,8.8,HIGH,,v3.1,P-22,false
CVE-2023-1314,2023,CWE-59,7.5,HIGH,,v3.1,P-22,false
CVE-2023-25722,2023,NVD-CWE-noinfo,5.5,MEDIUM,,v3.1,P-22,false
CVE-2023-1412,2023,CWE-59,7.0,HIGH,,v3.1,P-22,false
CVE-2015-10105,2023,CWE-22,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2023-28832,2023,CWE-77,7.2,HIGH,,v3.1,P-22,false
CVE-2023-29104,2023,CWE-22,6.0,MEDIUM,,v3.1,P-22,false
CVE-2023-29128,2023,CWE-22,3.8,LOW,,v3.1,P-22,false
CVE-2023-32346,2023,CWE-204,5.3,MEDIUM,,v3.1,P-22,false
CVE-2023-2588,2023,CWE-830,8.8,HIGH,,v3.1,P-22,false
CVE-2023-28649,2023,CWE-413,8.6,HIGH,,v3.1,P-22,false
CVE-2023-31245,2023,CWE-601,7.1,HIGH,,v3.1,P-22,false
CVE-2023-33829,2023,CWE-79,5.4,MEDIUM,,v3.1,P-22,false
CVE-2023-32311,2023,CWE-862,7.1,HIGH,,v3.1,P-22,false
CVE-2023-32316,2023,CWE-862,7.1,HIGH,,v3.1,P-22,false
CVE-2023-2818,2023,CWE-281,5.5,MEDIUM,,v3.1,P-22|P-24,true
CVE-2023-36815,2023,CWE-862,7.3,HIGH,,v3.1,P-22,false
CVE-2023-35948,2023,CWE-601,5.4,MEDIUM,,v3.1,P-22,false
CVE-2023-33011,2023,CWE-134,8.8,HIGH,,v3.1,P-22,false
CVE-2023-33012,2023,CWE-78,8.8,HIGH,,v3.1,P-22,false
CVE-2023-2754,2023,CWE-319,7.4,HIGH,,v3.1,P-22,false
CVE-2023-38692,2023,CWE-78,9.8,CRITICAL,,v3.1,P-22,false
CVE-2023-39953,2023,CWE-303,4.8,MEDIUM,,v3.1,P-22,false
CVE-2023-39519,2023,CWE-200,7.5,HIGH,,v3.1,P-22,false
CVE-2023-26272,2023,CWE-209,5.3,MEDIUM,,v3.1,P-22,false
CVE-2023-41746,2023,CWE-20,9.8,CRITICAL,,v3.1,P-22,false
CVE-2023-41747,2023,CWE-22,6.5,MEDIUM,,v3.1,P-22,false
CVE-2023-41748,2023,CWE-20,9.8,CRITICAL,,v3.1,P-22,false
CVE-2023-41058,2023,CWE-670,7.5,HIGH,,v3.1,P-22,false
CVE-2023-4801,2023,CWE-295,7.5,HIGH,,v3.1,P-22|P-24,true
CVE-2023-44210,2023,CWE-862,5.5,MEDIUM,,v3.1,P-22,false
CVE-2023-44211,2023,CWE-862,7.1,HIGH,,v3.1,P-22,false
CVE-2023-45244,2023,CWE-862,7.1,HIGH,,v3.1,P-22,false
CVE-2023-45246,2023,CWE-862,7.1,HIGH,,v3.1,P-22,false
CVE-2023-45247,2023,CWE-862,7.1,HIGH,,v3.1,P-22,false
CVE-2023-6099,2023,CWE-269,7.3,HIGH,7.5,v3.1,P-22,false
CVE-2023-34060,2023,CWE-306,9.8,CRITICAL,,v3.1,P-22,false
CVE-2023-48676,2023,CWE-862,7.1,HIGH,,v3.1,P-22,false
CVE-2023-48704,2023,CWE-120,7.0,HIGH,,v3.1,P-22,false
CVE-2023-49791,2023,CWE-284,5.4,MEDIUM,,v3.1,P-22,false
CVE-2023-4468,2023,CWE-862,4.3,MEDIUM,4.6,v3.1,P-22,false
CVE-2022-4960,2024,CWE-79,3.5,LOW,4.0,v3.1,P-22,false
CVE-2024-0959,2024,CWE-502,5.0,MEDIUM,5.1,v3.1,P-22,false
CVE-2024-0960,2024,CWE-502,5.0,MEDIUM,5.1,v3.1,P-22,false
CVE-2024-23783,2024,CWE-306,8.8,HIGH,,v3.1,P-22,false
CVE-2024-23784,2024,NVD-CWE-noinfo,6.5,MEDIUM,,v3.1,P-22,false
CVE-2024-23785,2024,CWE-352,6.5,MEDIUM,,v3.1,P-22,false
CVE-2024-23786,2024,CWE-79,9.3,CRITICAL,,v3.1,P-22,false
CVE-2024-23787,2024,CWE-22,6.5,MEDIUM,,v3.1,P-22,false
CVE-2024-23788,2024,CWE-918,8.1,HIGH,,v3.1,P-22,false
CVE-2021-39090,2024,CWE-311,5.9,MEDIUM,,v3.1,P-22,false
CVE-2023-47742,2024,CWE-295,5.9,MEDIUM,,v3.1,P-22,false
CVE-2024-1410,2024,CWE-400,3.7,LOW,,v3.1,P-22,false
CVE-2024-22412,2024,CWE-863,2.4,LOW,,v3.1,P-22,false
CVE-2024-29027,2024,CWE-74,9.0,CRITICAL,,v3.1,P-22,false
CVE-2024-29031,2024,CWE-89,7.5,HIGH,,v3.1,P-22,false
CVE-2024-31032,2024,CWE-94,9.8,CRITICAL,,v3.1,P-22,false
CVE-2024-29007,2024,CWE-918,7.3,HIGH,,v3.1,P-22,false
CVE-2024-3803,2024,CWE-434,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2024-3804,2024,CWE-434,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2023-48683,2024,CWE-862,7.1,HIGH,,v3.0,P-22,false
CVE-2023-48684,2024,CWE-862,7.1,HIGH,,v3.0,P-22,false
CVE-2022-38386,2024,CWE-1275,5.9,MEDIUM,,v3.1,P-22,false
CVE-2024-5241,2024,CWE-78,4.7,MEDIUM,5.8,v3.1,P-22,false
CVE-2024-34012,2024,CWE-276,4.4,MEDIUM,,v3.1,P-22,false
CVE-2024-38537,2024,CWE-829,0.0,NONE,,v3.1,P-22,false
CVE-2024-39864,2024,CWE-94,9.8,CRITICAL,,v3.1,P-22,false
CVE-2023-50178,2024,CWE-295,7.4,HIGH,,v3.1,P-22,false
CVE-2024-6834,2024,CWE-250,9.0,CRITICAL,,v3.1,P-22,false
CVE-2024-40636,2024,CWE-532,5.3,MEDIUM,,v3.1,P-22,false
CVE-2024-42062,2024,CWE-863,7.2,HIGH,,v3.1,P-22,false
CVE-2024-45410,2024,CWE-345,9.8,CRITICAL,,v3.1,P-22,false
CVE-2024-45807,2024,CWE-670,7.5,HIGH,,v3.1,P-22,false
CVE-2024-45042,2024,CWE-287,4.4,MEDIUM,,v3.1,P-22,false
CVE-2024-20385,2024,CWE-295,5.9,MEDIUM,,v3.1,P-22,false
CVE-2024-42018,2024,CWE-922,7.7,HIGH,,v3.1,P-22,false
CVE-2024-50353,2024,CWE-284,5.3,MEDIUM,,v3.1,P-22,false
CVE-2024-50356,2024,CWE-640,0.0,NONE,,v3.1,P-22,false
CVE-2024-11054,2024,CWE-284,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2024-21939,2024,CWE-276,7.3,HIGH,,v3.1,P-22,false
CVE-2024-52515,2024,CWE-706,5.7,MEDIUM,,v3.1,P-22,false
CVE-2024-0012,2024,CWE-306,9.8,CRITICAL,,v3.1,P-22,false
CVE-2024-9474,2024,CWE-78,7.2,HIGH,,v3.1,P-22,false
CVE-2024-54147,2024,CWE-295,6.8,MEDIUM,,v3.1,P-22,false
CVE-2024-55954,2025,CWE-269,8.7,HIGH,,v3.1,P-22,false
CVE-2024-11146,2025,CWE-639,6.3,MEDIUM,,v3.1,P-22,false
CVE-2025-0578,2025,CWE-79,3.5,LOW,4.0,v3.1,P-22,false
CVE-2025-0651,2025,CWE-269,7.1,HIGH,,v3.1,P-22,false
CVE-2024-35177,2025,CWE-284,7.8,HIGH,,v3.1,P-22,false
CVE-2025-1086,2025,CWE-23,5.3,MEDIUM,5.0,v3.1,P-22,false
CVE-2025-1146,2025,CWE-296,8.1,HIGH,,v3.1,P-22,false
CVE-2025-0108,2025,CWE-306,9.1,CRITICAL,,v3.1,P-22,false
CVE-2025-0111,2025,CWE-73,6.5,MEDIUM,,v3.1,P-22,false
CVE-2025-1464,2025,CWE-74,7.3,HIGH,7.5,v3.1,P-22,false
CVE-2025-1535,2025,CWE-74,7.3,HIGH,7.5,v3.1,P-22,false
CVE-2025-2358,2025,CWE-74,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-2894,2025,CWE-912,6.6,MEDIUM,,v3.1,P-22,false
CVE-2025-0124,2025,CWE-73,3.8,LOW,,v3.1,P-22,false
CVE-2025-20157,2025,CWE-295,5.9,MEDIUM,,v3.1,P-22,false
CVE-2024-11186,2025,CWE-287,10.0,CRITICAL,,v3.1,P-22,false
CVE-2025-4496,2025,CWE-119,8.8,HIGH,9.0,v3.1,P-22,false
CVE-2025-4849,2025,CWE-74,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-47282,2025,CWE-20,9.9,CRITICAL,,v3.0,P-22,false
CVE-2025-47283,2025,CWE-20,9.9,CRITICAL,,v3.1,P-22,false
CVE-2025-48056,2025,CWE-74,5.3,MEDIUM,,v3.1,P-22,false
CVE-2025-5029,2025,CWE-22,5.4,MEDIUM,5.5,v3.1,P-22,false
CVE-2025-25021,2025,CWE-94,7.2,HIGH,,v3.1,P-22,false
CVE-2025-48781,2025,CWE-73,7.5,HIGH,,v3.1,P-22,false
CVE-2025-48782,2025,CWE-434,9.8,CRITICAL,,v3.1,P-22,false
CVE-2025-48783,2025,CWE-73,7.5,HIGH,,v3.1,P-22,false
CVE-2025-5192,2025,CWE-306,7.5,HIGH,,v3.1,P-22,false
CVE-2025-22829,2025,CWE-269,4.3,MEDIUM,,v3.1,P-22,false
CVE-2025-4231,2025,CWE-77,7.2,HIGH,,v3.1,P-22,false
CVE-2025-26199,2025,CWE-319,9.8,CRITICAL,,v3.1,P-22,false
CVE-2025-6279,2025,CWE-20,5.5,MEDIUM,5.2,v3.1,P-22,false
CVE-2025-6761,2025,CWE-791,7.3,HIGH,7.5,v3.1,P-22,false
CVE-2025-20324,2025,CWE-284,5.4,MEDIUM,,v3.1,P-22,false
CVE-2025-7613,2025,CWE-74,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-29628,2025,CWE-924,9.4,CRITICAL,,v3.1,P-22|P-23,true
CVE-2025-8347,2025,CWE-74,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-8348,2025,CWE-287,7.3,HIGH,7.5,v3.1,P-22,false
CVE-2025-8516,2025,CWE-22,5.3,MEDIUM,5.0,v3.1,P-22,false
CVE-2025-8529,2025,CWE-918,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-9099,2025,CWE-284,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-55291,2025,CWE-79,7.1,HIGH,,v3.1,P-22,false
CVE-2025-4046,2025,CWE-862,8.5,HIGH,,v3.1,P-22,false
CVE-2025-10716,2025,CWE-926,5.3,MEDIUM,4.3,v3.1,P-22,false
CVE-2025-57602,2025,CWE-798,9.8,CRITICAL,,v3.1,P-22,false
CVE-2025-4615,2025,CWE-83,7.2,HIGH,,v3.1,P-22,false
CVE-2025-12344,2025,CWE-284,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-43079,2025,CWE-426,6.3,MEDIUM,,v3.1,P-22,false
CVE-2025-41115,2025,CWE-266,10.0,CRITICAL,,v3.1,P-22,false
CVE-2025-66512,2025,CWE-80,5.4,MEDIUM,,v3.1,P-22,false
CVE-2025-14185,2025,CWE-74,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-40801,2025,CWE-295,8.1,HIGH,,v3.1,P-22,false
CVE-2025-64896,2025,CWE-379,5.5,MEDIUM,,v3.1,P-22,false
CVE-2023-53881,2025,CWE-319,8.1,HIGH,,v3.1,P-22,false
CVE-2025-14780,2025,CWE-74,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-15081,2025,CWE-74,6.3,MEDIUM,6.5,v3.1,P-22,false
CVE-2025-15241,2025,CWE-601,3.5,LOW,4.0,v3.1,P-22,false
CVE-2025-69256,2025,CWE-77,7.5,HIGH,,v3.1,P-22,false
CVE-2022-36103,2022,CWE-732,7.2,HIGH,,v3.1,P-23,false
CVE-2023-30993,2023,CWE-200,6.8,MEDIUM,,v3.1,P-23,false
CVE-2023-37261,2023,CWE-918,9.6,CRITICAL,,v3.1,P-23,false
CVE-2024-3317,2024,CWE-1284,6.5,MEDIUM,,v3.1,P-23,false
CVE-2024-3319,2024,CWE-94,9.1,CRITICAL,,v3.1,P-23,false
CVE-2024-35223,2024,CWE-200,5.3,MEDIUM,,v3.1,P-23,false
CVE-2024-12236,2024,CWE-755,5.5,MEDIUM,,v3.1,P-23,false
CVE-2025-46342,2025,CWE-1287,8.5,HIGH,,v3.1,P-23,false
CVE-2025-10732,2025,CWE-862,4.3,MEDIUM,,v3.1,P-23,false
CVE-2024-10295,2024,CWE-863,7.5,HIGH,,v3.1,P-23,false
CVE-2021-29872,2022,CWE-116,5.4,MEDIUM,3.5,v3.1,P-25,false
CVE-2025-46178,2025,CWE-79,6.1,MEDIUM,,v3.1,P-25,false
CVE-2025-50866,2025,CWE-79,6.1,MEDIUM,,v3.1,P-25,false
CVE-2021-44206,2022,CWE-427,7.3,HIGH,4.4,v3.1,P-25,false
CVE-2022-26156,2022,CWE-601,6.1,MEDIUM,5.8,v3.1,P-25,false
CVE-2022-26488,2022,CWE-426,7.0,HIGH,4.4,v3.1,P-25,false
CVE-2022-28965,2022,CWE-427,6.5,MEDIUM,4.4,v3.1,P-25,false
CVE-2022-34894,2022,CWE-284,3.5,LOW,5.0,v3.1,P-25,false
CVE-2021-45492,2022,CWE-732,7.8,HIGH,,v3.1,P-25,false
CVE-2021-38410,2022,CWE-427,7.3,HIGH,,v3.1,P-25,false
CVE-2022-23768,2022,CWE-284,8.8,HIGH,,v3.1,P-25,false
CVE-2022-44555,2022,NVD-CWE-noinfo,7.5,HIGH,,v3.1,P-25,false
CVE-2023-26449,2023,CWE-79,5.4,MEDIUM,,v3.1,P-25,false
CVE-2023-26450,2023,CWE-79,5.4,MEDIUM,,v3.1,P-25,false
CVE-2022-47636,2023,CWE-427,7.8,HIGH,,v3.1,P-25,false
CVE-2023-41294,2023,NVD-CWE-noinfo,9.8,CRITICAL,,v3.1,P-25,false
CVE-2023-41297,2023,NVD-CWE-noinfo,9.8,CRITICAL,,v3.1,P-25,false
CVE-2023-45252,2023,CWE-427,7.8,HIGH,,v3.1,P-25,false
CVE-2024-1052,2024,CWE-295,8.0,HIGH,,v3.1,P-25,false
CVE-2024-7516,2024,CWE-322,7.1,HIGH,,v3.1,P-25,false
CVE-2023-31361,2025,CWE-427,7.3,HIGH,,v3.1,P-25,false
CVE-2024-5848,2025,CWE-79,6.1,MEDIUM,,v3.1,P-25,false
CVE-2024-11045,2025,CWE-284,9.6,CRITICAL,,v3.0,P-25,false
CVE-2025-55162,2025,CWE-613,6.3,MEDIUM,,v3.1,P-25,false
CVE-2025-55887,2025,CWE-79,6.1,MEDIUM,,v3.1,P-25,false
CVE-2021-47703,2025,CWE-918,7.2,HIGH,,v3.1,P-25,false
